CodigoCliente,Titulo,PrimeiroNome,UltimoNome,Idade,Sexo,Endereco,Cidade,UF,UFCompleto,CEP,Pais,PaisCompleto,Email,RendaMensal,PercentualUtilizacaoLimite,QtdTransacoesNegadas,AnosDeRelacionamentoBanco,JaUsouChequeEspecial,QtdEmprestimos,NumeroAtendimentos,TMA,IndiceSatisfacao,Saldo,CLTV,CanalPref,Churn
2541,Sr.,Tomás,Gomes,20,Masculino,Rua Geraldo Rodrigues 384,Jaú,SP,São Paulo,17206-160,BR,Brazil,TomasPintoGomes@teleworm.us,6440,0.04,14,13,1,4,3,7,4,3563,32,Push,0
2542,Sra.,Isabela,Melo,51,Feminino,Rua Alto Paraguai 1336,Teresina,PI,Piauí,64090-230,BR,Brazil,IsabelaBarrosMelo@teleworm.us,3078,0.82,0,19,0,3,11,199,0,290,36,Email,1
2543,Sr.,Danilo,Carvalho,19,Masculino,Rua João Zancheta 1798,Ferraz de Vasconcelos,SP,São Paulo,08501-220,BR,Brazil,DaniloCostaCarvalho@jourrapide.com,7230,1,10,5,1,4,27,89,1,8699,50,Email,1
2544,Sra.,Gabrielle,Rocha,29,Feminino,Rua Carlos Gomes 1354,Araraquara,SP,São Paulo,14802-165,BR,Brazil,GabriellePereiraRocha@teleworm.us,7671,0.89,12,3,0,3,11,50,2,5939,70,SMS,1
2545,Sra.,Isabela,Pinto,26,Feminino,Rua Oscar Leopoldo Cornelli 495,Novo Hamburgo,RS,Rio Grande do Sul,93530-460,BR,Brazil,IsabelaOliveiraPinto@einrot.com,4904,1,15,15,0,2,12,138,2,9855,68,Ligacao,1
2546,Sr.,André,Azevedo,59,Masculino,Avenida Barão de Studart 1001,Fortaleza,CE,Ceará,60120-000,BR,Brazil,AndreCunhaAzevedo@rhyta.com,8208,0.23,6,10,0,2,2,7,4,8825,54,Push,0
2547,Sra.,Carla,Souza,60,Feminino,Praça Lorena 607,Mogi-Guaçu,SP,São Paulo,13847-135,BR,Brazil,CarlaRodriguesSouza@jourrapide.com,7120,0.4,13,19,0,5,2,6,4,4056,87,Push,0
2548,Sr.,Gustavo,Barros,22,Masculino,Rua Marinho Pessoa 604,Rio de Janeiro,RJ,Rio de Janeiro,21230-230,BR,Brazil,GustavoSousaBarros@rhyta.com,6411,0.09,7,16,1,3,3,7,4,155,73,SMS,0
2549,Sra.,Ana,Ribeiro,22,Feminino,Rua Odair Ribeiro Sanchez 794,Uberaba,MG,Minas Gerais,38036-360,BR,Brazil,AnaGomesRibeiro@teleworm.us,9339,0.09,11,20,0,1,1,7,5,8937,60,Email,0
2550,Sra.,Aline,Almeida,56,Feminino,Avenida da Azenha 194,Porto Alegre,RS,Rio Grande do Sul,90160-002,BR,Brazil,AlineRodriguesAlmeida@gustr.com,4253,1,1,9,0,4,29,97,2,1461,36,SMS,1
2551,Sr.,Luan,Cavalcanti,25,Masculino,Rua Jardel Filho 645,Montes Claros,MG,Minas Gerais,39400-195,BR,Brazil,LuanMeloCavalcanti@superrito.com,5318,1,4,14,0,1,49,37,2,8873,64,Push,1
2552,Sr.,Kai,Araujo,40,Masculino,Rua Sebastião Cardoso 553,Juiz de Fora,MG,Minas Gerais,36072-600,BR,Brazil,KaiMeloAraujo@rhyta.com,4283,0.98,11,13,0,4,24,56,0,5699,32,Push,1
2553,Sra.,Sofia,Martins,39,Feminino,Rua Benício Felipe da Silva 40,Joinville,SC,Santa Catarina,89230-733,BR,Brazil,SofiaBarrosMartins@superrito.com,7091,0.05,14,5,0,3,3,4,4,4693,66,Ligacao,0
2554,Sra.,Bruna,Oliveira,31,Feminino,Rua Pedro Xavier 1618,Patos,PB,Paraíba,58701-410,BR,Brazil,BrunaMeloOliveira@cuvox.de,4227,0.13,3,14,0,0,1,7,4,8564,82,Email,0
2555,Sra.,Beatrice,Oliveira,47,Feminino,Rua Pará 107,Campo Grande,MS,Mato Grosso do Sul,79096-280,BR,Brazil,BeatriceRibeiroOliveira@cuvox.de,7278,1,12,18,0,5,28,57,2,2942,43,SMS,1
2556,Sr.,Tiago,Gomes,60,Masculino,Rua Campos Salles 23,Ferraz de Vasconcelos,SP,São Paulo,08501-200,BR,Brazil,TiagoAzevedoGomes@armyspy.com,7023,1,0,15,0,2,41,44,2,674,40,SMS,1
2557,Sra.,Luiza,Pereira,35,Feminino,Rua Professor Antônio Garcia Egea 1807,Marília,SP,São Paulo,17511-413,BR,Brazil,LuizaSouzaPereira@cuvox.de,4915,0.92,1,18,0,5,29,139,2,6700,62,SMS,1
2558,Sr.,Pedro,Dias,24,Masculino,Travessa Cornélio Rodrigues da Silva 1856,Jacareí,SP,São Paulo,12309-130,BR,Brazil,PedroAlvesDias@rhyta.com,5442,1,6,12,0,4,20,172,3,7079,50,Push,1
2559,Sra.,Gabrielle,Martins,43,Feminino,Vila Cincorá 508,Salvador,BA,Bahia,40387-410,BR,Brazil,GabriellePintoMartins@cuvox.de,4171,1,1,7,0,1,22,102,3,3475,67,SMS,1
2560,Sr.,Murilo,Carvalho,62,Masculino,Rua Antônio Silva 557,São Gonçalo,RJ,Rio de Janeiro,24743-230,BR,Brazil,MuriloRochaCarvalho@superrito.com,3809,0.83,15,2,0,4,13,168,0,3785,77,Push,1
2561,Sra.,Brenda,Dias,36,Feminino,Rua Benedito Felizardo 851,São Paulo,SP,São Paulo,04894-020,BR,Brazil,BrendaSantosDias@fleckens.hu,8197,0.47,1,20,0,5,1,6,4,7071,36,Push,0
2562,Sr.,Estevan,Azevedo,21,Masculino,Rua Adolfo Bezerra de Menezes 1180,Belo Horizonte,MG,Minas Gerais,31730-150,BR,Brazil,EstevanCorreiaAzevedo@einrot.com,4496,1,2,0,0,2,40,60,3,9381,38,Push,1
2563,Sra.,Emily,Cunha,42,Feminino,Rua Braganceiros 11,São Paulo,SP,São Paulo,04146-060,BR,Brazil,EmilyRibeiroCunha@einrot.com,6969,0.83,7,0,0,3,32,134,3,2860,54,Ligacao,1
2564,Sr.,Mateus,Goncalves,22,Masculino,Rua Patauá 362,Manaus,AM,Amazonas,69084-042,BR,Brazil,MateusCavalcantiGoncalves@einrot.com,7299,1,13,16,0,3,49,64,0,203,31,Ligacao,1
2565,Dr.,Emily,Correia,48,Feminino,Avenida Sidnei Luís Brajão 1890,Piracicaba,SP,São Paulo,13425-398,BR,Brazil,EmilyMeloCorreia@dayrep.com,5748,0.99,6,2,0,3,22,95,0,7089,46,Push,1
2566,Sr.,Fábio,Azevedo,19,Masculino,Rua José Meirelles 1161,Guaratinguetá,SP,São Paulo,12518-710,BR,Brazil,FabioSilvaAzevedo@fleckens.hu,9131,0.95,3,19,1,1,13,146,3,5529,67,Push,1
2567,Sra.,Sofia,Barros,28,Feminino,Rua Castanhal 917,Jaboatão dos Guararapes,PE,Pernambuco,54380-133,BR,Brazil,SofiaCunhaBarros@armyspy.com,3850,0.93,11,0,0,4,10,176,3,5711,61,Email,1
2568,Sra.,Brenda,Araujo,18,Feminino,Rua A 524,Três Rios,RJ,Rio de Janeiro,25821-570,BR,Brazil,BrendaBarbosaAraujo@fleckens.hu,4737,0.81,0,2,0,4,36,79,0,5590,71,Email,1
2569,Sra.,Anna,Rocha,57,Feminino,Rua Desembargador Vieira Cavalcanti 733,Curitiba,PR,Paraná,80810-050,BR,Brazil,AnnaOliveiraRocha@superrito.com,9629,0.95,10,10,0,2,43,190,2,3491,45,Email,1
2570,Sr.,Caio,Ferreira,37,Masculino,Quadra CLS 314 Bloco B 423,Brasília,DF,Distrito Federal,70383-520,BR,Brazil,CaioCardosoFerreira@gustr.com,6933,0.95,6,2,1,1,29,157,3,8974,52,SMS,1
2571,Sra.,Isabela,Araujo,26,Feminino,Rua Salvador Carril 1877,São Paulo,SP,São Paulo,04853-030,BR,Brazil,IsabelaRochaAraujo@armyspy.com,4665,0.48,2,11,1,5,2,7,4,2210,75,Ligacao,0
2572,Sr.,Vinícius,Carvalho,61,Masculino,Rua da Foice 1136,Jaboatão dos Guararapes,PE,Pernambuco,54080-540,BR,Brazil,ViniciusFerreiraCarvalho@jourrapide.com,5626,1,0,20,0,0,14,92,3,1357,47,Email,1
2573,Sr.,Felipe,Martins,23,Masculino,Rua Armando Lichit Filho 1018,São Vicente,SP,São Paulo,11330-110,BR,Brazil,FelipeCardosoMartins@teleworm.us,3840,0.43,10,13,1,4,1,2,4,6911,78,Email,0
2574,Sra.,Bruna,Lima,37,Feminino,Rua Santo Inácio 931,São Luís,MA,Maranhão,65065-400,BR,Brazil,BrunaAzevedoLima@armyspy.com,4873,0.94,14,2,1,1,35,117,2,2456,32,Push,1
2575,Sr.,Samuel,Souza,19,Masculino,Rua Patrulheiro Gilvandro Seixas 1025,João Pessoa,PB,Paraíba,58088-020,BR,Brazil,SamuelCostaSouza@dayrep.com,5229,0.39,10,3,1,4,1,1,4,4743,64,Ligacao,0
2576,Sr.,Kai,Costa,42,Masculino,Rua Kurt Jacobs 406,Blumenau,SC,Santa Catarina,89032-142,BR,Brazil,KaiRibeiroCosta@teleworm.us,4576,0.89,13,17,0,5,20,183,2,3854,73,Push,1
2577,Sra.,Ágatha,Ferreira,37,Feminino,Rua José Maria Moedas 1155,Teresina,PI,Piauí,64090-225,BR,Brazil,AgathaAraujoFerreira@superrito.com,3649,0.19,2,16,0,1,2,6,4,6088,60,Email,0
2578,Sr.,Nicolas,Barros,46,Masculino,Rua Brasília 102,Camaragibe,PE,Pernambuco,54771-205,BR,Brazil,NicolasCunhaBarros@rhyta.com,4384,1,13,19,1,2,16,170,2,6532,76,Ligacao,1
2579,Sr.,Nicolash,Alves,23,Masculino,Vila Paulo VI 1483,Caratinga,MG,Minas Gerais,35300-155,BR,Brazil,NicolashPereiraAlves@gustr.com,8681,0.47,9,9,1,1,1,0,4,2642,43,Ligacao,0
2580,Sr.,Vitor,Carvalho,47,Masculino,Rua Roberto Lehn 786,Joinville,SC,Santa Catarina,89212-325,BR,Brazil,VitorGomesCarvalho@cuvox.de,8764,0.95,15,11,1,5,38,36,3,3046,50,SMS,1
2581,Sra.,Amanda,Souza,59,Feminino,Rua Crucilândia 115,Paulista,PE,Pernambuco,53425-570,BR,Brazil,AmandaCorreiaSouza@cuvox.de,3895,0.27,3,18,1,5,2,5,5,2278,52,Ligacao,0
2582,Sr.,Tomás,Carvalho,58,Masculino,Rua Sá Carvalho 756,Duque de Caxias,RJ,Rio de Janeiro,25213-300,BR,Brazil,TomasMeloCarvalho@rhyta.com,9026,0.84,4,19,0,2,12,95,0,6313,45,Push,1
2583,Sra.,Julieta,Cunha,47,Feminino,Praça Capitão-Polícia Militar Edson Teixeira 1803,São Paulo,SP,São Paulo,03415-120,BR,Brazil,JulietaSouzaCunha@teleworm.us,7891,0.87,11,17,1,5,48,169,3,9872,33,Email,1
2584,Sra.,Bianca,Carvalho,20,Feminino,Avenida Hans Schmoger 1033,Linhares,ES,Espírito Santo,29900-495,BR,Brazil,BiancaGoncalvesCarvalho@jourrapide.com,8528,0.85,3,13,0,4,22,173,0,2860,87,Ligacao,1
2585,Sr.,Breno,Araujo,42,Masculino,Rua Floriano Peixoto 381,Barueri,SP,São Paulo,06420-120,BR,Brazil,BrenoRodriguesAraujo@gustr.com,7058,1,6,3,1,1,15,72,1,2208,49,SMS,1
2586,Sr.,Joao,Lima,60,Masculino,Rua Dídimo Cercal da Silva 1421,Curitiba,PR,Paraná,82010-650,BR,Brazil,JoaoDiasLima@gustr.com,6267,0.29,10,2,0,4,1,5,5,9774,61,Push,0
2587,Sr.,Pedro,Sousa,66,Masculino,Rua Galeão 1323,Mogi das Cruzes,SP,São Paulo,08774-180,BR,Brazil,PedroAlmeidaSousa@teleworm.us,4685,0.97,7,7,0,5,40,179,0,850,42,Email,1
2588,Sr.,Luan,Carvalho,41,Masculino,Rua Um 821,Jundiaí,SP,São Paulo,13214-594,BR,Brazil,LuanGomesCarvalho@fleckens.hu,6007,0.27,14,15,0,2,2,0,4,7022,38,Email,0
2589,Sra.,Isabelle,Carvalho,26,Feminino,Viela Luís Carlos de Oliveira 2000,Osasco,SP,São Paulo,06246-062,BR,Brazil,IsabelleFernandesCarvalho@rhyta.com,7058,0.93,10,10,1,4,34,49,2,9762,61,Email,1
2590,Sr.,Alex,Cardoso,41,Masculino,Estrada da Bomba 1486,Rio Claro,SP,São Paulo,13506-545,BR,Brazil,AlexCarvalhoCardoso@fleckens.hu,7850,0.19,9,11,1,5,1,8,5,1360,89,Email,0
2591,Dr.,Thaís,Cavalcanti,63,Feminino,Rua Issami Nakamura Okano 1285,São Paulo,SP,São Paulo,04897-280,BR,Brazil,ThaisPereiraCavalcanti@superrito.com,5997,0.48,6,10,0,0,3,0,5,4937,74,SMS,0
2592,Sra.,Anna,Santos,30,Feminino,Rua Vinte e Oito 378,Sumaré,SP,São Paulo,13178-414,BR,Brazil,AnnaCorreiaSantos@superrito.com,4367,0.83,15,10,0,2,35,177,0,7158,80,Email,1
2593,Dr.,Beatrice,Goncalves,25,Feminino,Rua I 675,Belford Roxo,RJ,Rio de Janeiro,26190-300,BR,Brazil,BeatriceAraujoGoncalves@cuvox.de,7851,0.87,14,6,0,3,26,181,3,1422,69,Push,1
2594,Sra.,Sarah,Azevedo,44,Feminino,Rua Pedregulho 979,Feira de Santana,BA,Bahia,44036-320,BR,Brazil,SarahLimaAzevedo@jourrapide.com,8026,0.07,8,16,0,3,1,2,5,7886,81,Email,0
2595,Sr.,Erick,Santos,39,Masculino,Rua Sete 572,Canoas,RS,Rio Grande do Sul,92415-350,BR,Brazil,ErickRodriguesSantos@cuvox.de,7098,0.48,0,4,0,5,2,6,5,3674,81,Push,0
2596,Sra.,Yasmin,Cardoso,30,Feminino,Rua Cento e Sete 965,Timon,MA,Maranhão,65636-766,BR,Brazil,YasminSantosCardoso@teleworm.us,9778,0.08,0,20,0,4,1,3,4,8213,64,Email,0
2597,Sr.,Lucas,Ferreira,63,Masculino,Rua Maria Moreira 164,Três Lagoas,MS,Mato Grosso do Sul,79630-460,BR,Brazil,LucasCarvalhoFerreira@armyspy.com,5638,0.18,13,0,0,5,1,5,4,2561,71,Ligacao,0
2598,Sr.,Douglas,Gomes,23,Masculino,Rua D 649,Valparaíso de Goiás,GO,Goiás,72878-636,BR,Brazil,DouglasMeloGomes@fleckens.hu,6563,0.89,1,3,1,0,48,182,0,6232,84,SMS,1
2599,Sr.,Diogo,Rodrigues,22,Masculino,Rua José Gonçalves Galeão 858,São Paulo,SP,São Paulo,03227-150,BR,Brazil,DiogoRochaRodrigues@gustr.com,3804,0.84,12,4,0,5,44,159,0,2823,39,Ligacao,1
2600,Sr.,Mateus,Sousa,46,Masculino,Rua do Escoteiro 1136,Guarapuava,PR,Paraná,85070-060,BR,Brazil,MateusCardosoSousa@gustr.com,3342,1,3,5,0,5,39,194,1,3461,72,Ligacao,1
2601,Sra.,Giovanna,Martins,25,Feminino,Rua Elsa Alfarth 1399,Blumenau,SC,Santa Catarina,89027-210,BR,Brazil,GiovannaCunhaMartins@einrot.com,6929,0.39,15,7,0,5,1,3,4,4002,70,Email,0
2602,Sra.,Isabella,Cunha,52,Feminino,Rua Gaivota 1939,Uberaba,MG,Minas Gerais,38055-160,BR,Brazil,IsabellaFerreiraCunha@armyspy.com,9003,0.87,7,10,0,0,38,87,0,2635,59,Push,1
2603,Sr.,Vinicius,Araujo,30,Masculino,Rua José Ponchio Vizzari 1823,Campinas,SP,São Paulo,13085-185,BR,Brazil,ViniciusGomesAraujo@armyspy.com,6711,0.92,10,6,0,2,29,183,1,2517,63,Email,1
2604,Sra.,Beatriz,Santos,55,Feminino,Rua Eliseu Visconti 602,Itaguaí,RJ,Rio de Janeiro,23821-110,BR,Brazil,BeatrizRibeiroSantos@gustr.com,5662,1,2,0,0,2,31,95,1,8473,72,Ligacao,1
2605,Sra.,Lara,Santos,36,Feminino,Rua Mário Trape 501,São Paulo,SP,São Paulo,04890-430,BR,Brazil,LaraLimaSantos@cuvox.de,7481,1,5,0,1,1,46,198,0,6129,53,Ligacao,1
2606,Sr.,Gabriel,Oliveira,53,Masculino,Rua A 508,Maracanaú,CE,Ceará,61919-190,BR,Brazil,GabrielCarvalhoOliveira@cuvox.de,3487,0.97,7,7,0,4,32,121,0,5175,88,Ligacao,1
2607,Sr.,Ryan,Fernandes,26,Masculino,Rua João Carlos Barbosa 1615,Sorocaba,SP,São Paulo,18043-040,BR,Brazil,RyanSousaFernandes@gustr.com,9196,0.46,7,19,0,0,3,3,4,2601,84,Ligacao,0
2608,Sr.,Alex,Souza,45,Masculino,Quadra Quadra QR 303 1996,Santa Maria,DF,Distrito Federal,72503-600,BR,Brazil,AlexRibeiroSouza@gustr.com,8159,0.87,4,0,1,0,21,164,1,5302,52,Email,1
2609,Sr.,Otávio,Ribeiro,20,Masculino,Rua Emílio Nogueira dos Santos 440,Presidente Prudente,SP,São Paulo,19035-255,BR,Brazil,OtavioCavalcantiRibeiro@einrot.com,7287,1,14,3,0,5,22,119,2,9491,73,Ligacao,1
2610,Sr.,Joao,Souza,62,Masculino,Avenida Jorge Campos Maynard 1846,Aracaju,SE,Sergipe,49050-430,BR,Brazil,JoaoCarvalhoSouza@jourrapide.com,9977,0.1,11,12,0,0,1,3,4,6656,65,Push,0
2611,Sra.,Beatrice,Souza,50,Feminino,Rua Lister Achão 71,Parintins,AM,Amazonas,69151-574,BR,Brazil,BeatriceCunhaSouza@jourrapide.com,7135,1,10,16,0,1,49,193,1,7991,78,Email,1
2612,Sr.,João,Dias,30,Masculino,Rua Três 1518,Cotia,SP,São Paulo,06716-776,BR,Brazil,JoaoCunhaDias@jourrapide.com,8962,0.91,1,10,1,3,49,139,3,989,30,Email,1
2613,Sr.,André,Alves,55,Masculino,Rua Arquimedes de Souza França 1419,Macaé,RJ,Rio de Janeiro,27930-145,BR,Brazil,AndreRibeiroAlves@teleworm.us,5060,0.24,1,20,1,3,3,6,5,1734,82,Ligacao,0
2614,Sr.,Lucas,Souza,24,Masculino,Avenida Maracanã 1680,Rio de Janeiro,RJ,Rio de Janeiro,20511-001,BR,Brazil,LucasMeloSouza@cuvox.de,4782,0.97,10,6,0,5,32,186,2,7542,47,Ligacao,1
2615,Sra.,Sophia,Ferreira,63,Feminino,Rua Primeiro de Maio 611,Piracicaba,SP,São Paulo,13424-382,BR,Brazil,SophiaOliveiraFerreira@rhyta.com,3781,0.12,1,9,0,5,1,2,5,2404,37,Email,0
2616,Sr.,Arthur,Alves,54,Masculino,Rua Seis 1316,Atibaia,SP,São Paulo,12951-603,BR,Brazil,ArthurAraujoAlves@cuvox.de,4058,1,6,2,0,1,50,48,0,3060,49,Push,1
2617,Sr.,Martim,Alves,59,Masculino,Rua Piloto Plano 1996,Natal,RN,Rio Grande do Norte,59122-390,BR,Brazil,MartimCardosoAlves@jourrapide.com,7478,0.86,2,10,0,2,50,31,3,3818,33,SMS,1
2618,Sr.,Vinícius,Azevedo,18,Masculino,Rua 134 1475,Goiânia,GO,Goiás,74120-170,BR,Brazil,ViniciusMartinsAzevedo@rhyta.com,5424,1,2,13,0,5,34,95,3,1867,57,Push,1
2619,Sr.,Otávio,Lima,28,Masculino,Rua da Paz 99,Paulo Afonso,BA,Bahia,48601-120,BR,Brazil,OtavioBarbosaLima@gustr.com,9177,0.32,11,16,0,1,2,7,4,8792,45,Email,0
2620,Sra.,Ágatha,Costa,22,Feminino,Rua Nereu Ramos 32,São Gonçalo,RJ,Rio de Janeiro,24730-004,BR,Brazil,AgathaGomesCosta@rhyta.com,3672,0.43,1,10,0,1,1,0,4,3951,90,Push,0
2621,Sra.,Emilly,Almeida,20,Feminino,Travessa Amazonas 1789,Salvador,BA,Bahia,41180-275,BR,Brazil,EmillyGoncalvesAlmeida@jourrapide.com,6283,0.46,9,15,0,0,1,2,5,5151,65,SMS,0
2622,Sra.,Emilly,Carvalho,41,Feminino,Rua General Eurico Gaspar Dutra 1759,Florianópolis,SC,Santa Catarina,88070-000,BR,Brazil,EmillyCunhaCarvalho@armyspy.com,6496,1,8,9,0,4,24,88,0,1897,39,Email,1
2623,Sra.,Emilly,Rocha,52,Feminino,Rua 14 1301,Luziânia,GO,Goiás,72851-370,BR,Brazil,EmillyPereiraRocha@cuvox.de,6254,0.24,11,9,0,4,2,7,4,895,68,Ligacao,0
2624,Sra.,Giovanna,Ferreira,19,Feminino,Rua Projetada 1902,São Luís,MA,Maranhão,65062-580,BR,Brazil,GiovannaLimaFerreira@jourrapide.com,7131,0.12,8,7,0,2,3,5,4,710,67,Ligacao,0
2625,Sra.,Brenda,Goncalves,56,Feminino,Rua Princesa Isabel 977,Amparo,SP,São Paulo,13901-210,BR,Brazil,BrendaRodriguesGoncalves@armyspy.com,6347,0.14,5,3,0,2,3,7,4,6467,41,Ligacao,0
2626,Dr.,Nicole,Carvalho,57,Feminino,Rua Alessio de Almeida 1332,Jaú,SP,São Paulo,17209-845,BR,Brazil,NicoleSantosCarvalho@dayrep.com,8879,0.88,3,19,0,1,49,44,0,7295,37,SMS,1
2627,Dr.,Luís,Dias,28,Masculino,Estrada Municipal Campinas 1195,Capão Bonito,SP,São Paulo,18304-519,BR,Brazil,LuisBarrosDias@dayrep.com,5004,0.86,2,17,0,3,26,89,0,4408,65,SMS,1
2628,Sr.,Vitor,Souza,54,Masculino,Rua Adelina Rosa Bento 316,Osasco,SP,São Paulo,06172-410,BR,Brazil,VitorMartinsSouza@fleckens.hu,9149,0.97,5,1,0,5,25,154,3,9745,48,Ligacao,1
2629,Sr.,Antônio,Alves,38,Masculino,Rua Guarany 1398,Ribeirão Pires,SP,São Paulo,09405-320,BR,Brazil,AntonioSouzaAlves@dayrep.com,9954,0.88,12,11,0,3,18,74,0,9923,70,Ligacao,1
2630,Sr.,Otávio,Araujo,63,Masculino,Rua General Urquiza 261,Aparecida de Goiânia,GO,Goiás,74943-090,BR,Brazil,OtavioCardosoAraujo@einrot.com,4311,0.27,11,9,0,2,3,6,5,430,76,Email,0
2631,Sr.,Kauã,Barros,51,Masculino,Rua Atila Nunes 847,Niterói,RJ,Rio de Janeiro,24350-490,BR,Brazil,KauaCardosoBarros@rhyta.com,7012,1,9,20,1,1,45,69,0,8253,63,Email,1
2632,Sra.,Vitória,Barros,64,Feminino,Rua Guaraniacu 1784,Cascavel,PR,Paraná,85816-260,BR,Brazil,VitoriaAzevedoBarros@teleworm.us,7747,0.43,5,0,0,1,3,8,4,5193,78,Push,0
2633,Sr.,Diogo,Araujo,30,Masculino,Rua Amazonas 212,Luziânia,GO,Goiás,72812-540,BR,Brazil,DiogoDiasAraujo@superrito.com,6629,0.23,0,8,0,2,3,6,4,8259,70,Email,0
2634,Dr.,Tânia,Araujo,40,Feminino,Avenida Iraí 972,São Paulo,SP,São Paulo,04082-000,BR,Brazil,TaniaFerreiraAraujo@armyspy.com,6490,0.91,9,20,0,4,32,137,1,2044,60,SMS,1
2635,Sr.,Ryan,Goncalves,47,Masculino,Travessa Quinze de Novembro 1479,Santarém,PA,Pará,68005-290,BR,Brazil,RyanCavalcantiGoncalves@jourrapide.com,8938,0.33,0,14,0,4,1,0,4,8952,40,Email,0
2636,Sra.,Lara,Pinto,18,Feminino,Rua Hartwig Müller 801,Piraquara,PR,Paraná,83311-310,BR,Brazil,LaraBarrosPinto@gustr.com,6764,0.42,1,12,0,2,3,4,5,3758,78,Push,0
2637,Dr.,Julia,Lima,58,Feminino,Rua Jonathas Serrano 707,Londrina,PR,Paraná,86060-220,BR,Brazil,JuliaSousaLima@superrito.com,8460,1,9,1,0,5,24,161,1,7450,77,Push,1
2638,Sr.,Vitór,Carvalho,38,Masculino,Rua Conselheiro Furtado 959,Recife,PE,Pernambuco,50820-480,BR,Brazil,VitorCastroCarvalho@fleckens.hu,4846,0.2,14,14,1,1,2,5,4,4945,76,Push,0
2639,Sr.,Kauan,Castro,24,Masculino,Rua José Máximo Pinheiro de Lima 613,São Paulo,SP,São Paulo,05797-350,BR,Brazil,KauanCorreiaCastro@gustr.com,7443,0.87,11,6,1,1,37,158,2,3845,64,SMS,1
2640,Sr.,Vinícius,Oliveira,56,Masculino,Rua Trieste 1389,Santo André,SP,São Paulo,09230-070,BR,Brazil,ViniciusAraujoOliveira@rhyta.com,9241,0.97,7,10,1,4,14,127,1,1418,51,Push,1
2641,Sra.,Vitoria,Araujo,40,Feminino,Rua Iuri Gagarin 286,São Paulo,SP,São Paulo,04792-080,BR,Brazil,VitoriaSouzaAraujo@jourrapide.com,9259,0.11,13,1,0,1,1,1,4,2973,87,SMS,0
2642,Sra.,Raissa,Barros,24,Feminino,Rua Lisete Silva 694,Nova Iguaçu,RJ,Rio de Janeiro,26215-110,BR,Brazil,RaissaPereiraBarros@gustr.com,9957,0.49,5,1,0,5,1,5,5,9498,55,SMS,0
2643,Sra.,Gabrielly,Barbosa,21,Feminino,Rua Domingos Prado 857,São Paulo,SP,São Paulo,04744-060,BR,Brazil,GabriellyRibeiroBarbosa@teleworm.us,5767,0.93,7,19,0,2,13,183,3,9461,82,SMS,1
2644,Sr.,Estevan,Carvalho,39,Masculino,Estrada André Haubert 392,Novo Hamburgo,RS,Rio Grande do Sul,93490-470,BR,Brazil,EstevanFernandesCarvalho@gustr.com,7804,0.9,8,13,1,3,36,180,0,4510,56,Push,1
2645,Sr.,Bruno,Melo,42,Masculino,Avenida R 9 110,Goiânia,GO,Goiás,74125-110,BR,Brazil,BrunoSouzaMelo@rhyta.com,5404,0.85,13,7,1,2,41,87,2,2857,34,Push,1
2646,Sra.,Mariana,Pereira,27,Feminino,Rua Escritor Carlos Porto 1447,Santa Rita,PB,Paraíba,58301-300,BR,Brazil,MarianaCarvalhoPereira@fleckens.hu,9969,0.96,15,12,0,5,34,189,0,8246,77,Email,1
2647,Sr.,Fábio,Souza,61,Masculino,Avenida Brasília 1994,Porto Velho,RO,Rondônia,78901-700,BR,Brazil,FabioAlmeidaSouza@teleworm.us,7926,0.83,9,6,0,5,23,131,0,7824,35,SMS,1
2648,Sr.,Gabriel,Almeida,55,Masculino,Rua Valentim Goll 1817,São José dos Campos,SP,São Paulo,12236-841,BR,Brazil,GabrielCostaAlmeida@superrito.com,8988,0.18,4,16,0,5,3,0,4,7203,36,Push,0
2649,Sra.,Camila,Souza,45,Feminino,Rua Betânia 467,São Paulo,SP,São Paulo,05159-190,BR,Brazil,CamilaBarbosaSouza@superrito.com,8434,0.18,12,16,0,1,3,8,4,9447,48,Ligacao,0
2650,Sr.,Nicolash,Almeida,55,Masculino,Rua Água Vermelha 1432,Porto Velho,RO,Rondônia,78914-125,BR,Brazil,NicolashMeloAlmeida@dayrep.com,7129,0.02,0,17,1,1,2,6,4,9785,43,SMS,0
2651,Sra.,Rafaela,Cardoso,54,Feminino,Rua Remo Antônio Tomazzoni 486,Caxias do Sul,RS,Rio Grande do Sul,95080-061,BR,Brazil,RafaelaCostaCardoso@teleworm.us,9224,0.23,12,10,0,4,3,6,5,5424,32,Push,0
2652,Sr.,Paulo,Silva,23,Masculino,Rua U 720,Goiânia,GO,Goiás,74633-345,BR,Brazil,PauloCastroSilva@fleckens.hu,9884,0.89,6,2,0,5,13,47,2,8258,33,SMS,1
2653,Sra.,Ágatha,Ribeiro,35,Feminino,Rua B 1902,Marília,SP,São Paulo,17527-450,BR,Brazil,AgathaPereiraRibeiro@superrito.com,8480,0.93,5,5,0,5,25,77,3,1124,47,Email,1
2654,Sr.,Guilherme,Carvalho,38,Masculino,Rua Arlindo Pereira de Souza 925,Sertãozinho,SP,São Paulo,14177-314,BR,Brazil,GuilhermeCardosoCarvalho@rhyta.com,7961,0.23,15,4,0,3,3,6,4,1369,76,SMS,0
